t,x,y,vd,xyd,nd,d,st
472,1403.92,1175.99,0.443975,0.443975,6,6.06596,0
472,1404.36,1175.93,0.44398,0.44398,6,6.0638,0
473,1404.8,1175.87,0.44399,0.44399,6,6.06236,0
473,1405.24,1175.82,0.443995,0.443995,6,6.06067,0
474,1405.68,1175.76,0.444,0.444,6,6.05858,0
474,1406.12,1175.71,0.444005,0.444005,6,6.05676,0
474,1406.56,1175.65,0.44401,0.44401,6,6.055,0
475,1407,1175.59,0.444016,0.444016,6,6.05318,0
475,1407.44,1175.54,0.444021,0.444021,6,6.05136,0
475,1407.88,1175.48,0.444026,0.444026,6,6.04961,0
476,1408.32,1175.43,0.444031,0.444031,6,6.04778,0
476,1408.76,1175.37,0.444036,0.444036,6,6.04596,0
476,1409.2,1175.31,0.44404,0.44404,6,6.04447,0
477,1409.64,1175.26,0.444045,0.444045,6,6.04285,0
477,1410.08,1175.2,0.44405,0.444049,6,6.04128,0
477,1410.52,1175.14,0.444055,0.444055,6,6.04127,0
478,1410.96,1175.09,0.444059,0.444059,6,6.04081,0
478,1411.4,1175.03,0.444064,0.444064,6,6.04034,0
478,1411.84,1174.97,0.444074,0.444074,6,6.03905,0
479,1412.28,1174.92,0.444079,0.444079,6,6.03782,0
479,1412.72,1174.86,0.444083,0.444083,6,6.03662,0
479,1413.16,1174.8,0.444088,0.444088,6,6.03586,0
480,1413.6,1174.75,0.444092,0.444092,6,5.94646,0
480,1414.04,1174.69,0.444098,0.444097,6,5.94867,0
480,1414.48,1174.63,0.444102,0.444102,6,5.95038,0
481,1414.92,1174.57,0.444106,0.444106,6,5.95208,0
481,1415.36,1174.52,0.444111,0.444111,6,5.9534,0
481,1415.8,1174.46,0.444116,0.444115,6,5.95492,0
482,1416.24,1174.4,0.44412,0.44412,6,5.95643,0
482,1416.68,1174.35,0.444051,0.44405,6,5.95831,0
482,1417.12,1174.29,0.444055,0.444055,6,5.9598,0
483,1417.56,1174.23,0.44406,0.44406,6,5.96128,0
483,1418,1174.18,0.444065,0.444065,6,5.96118,0
483,1418.44,1174.12,0.444069,0.444069,6,5.96151,0
484,1418.88,1174.07,0.444075,0.444075,6,5.96079,0
484,1419.33,1174.01,0.44408,0.444079,6,5.96037,0
484,1419.77,1173.96,0.444084,0.444084,6,5.96001,0
485,1420.21,1173.9,0.44412,0.444119,6,5.95972,0
485,1420.65,1173.85,0.444124,0.444124,6,5.95937,0
485,1421.09,1173.79,0.444128,0.444128,6,5.95907,0
486,1421.53,1173.74,0.444133,0.444133,6,5.95862,0
486,1421.97,1173.68,0.444137,0.444137,6,5.9583,0
486,1422.41,1173.63,0.444141,0.444141,6,5.95803,0
487,1422.85,1173.57,0.444148,0.444148,6,5.95746,0
487,1423.29,1173.52,0.444152,0.444152,6,5.95712,0
487,1423.73,1173.46,0.444156,0.444156,6,5.95682,0
488,1424.17,1173.41,0.444163,0.444163,6,5.95659,0
488,1424.61,1173.35,0.444167,0.444167,6,5.95638,0
488,1425.05,1173.3,0.444172,0.444172,6,5.95622,0
489,1425.49,1173.24,0.44418,0.44418,6,5.95746,0
489,1425.93,1173.18,0.444184,0.444184,6,5.95822,0
490,1426.37,1173.13,0.444188,0.444188,6,5.95898,0
490,1426.81,1173.07,0.444192,0.444191,6,5.95907,0
490,1427.26,1173.02,0.444196,0.444196,6,5.95963,0
491,1427.7,1172.96,0.444201,0.444201,6,5.96034,0
491,1428.14,1172.9,0.444205,0.444205,6,5.96089,0
491,1428.58,1172.85,0.444209,0.444208,6,5.96142,0
492,1429.02,1172.79,0.444213,0.444213,6,5.96224,0
492,1429.46,1172.74,0.444217,0.444217,6,5.96273,0
492,1429.9,1172.68,0.444221,0.44422,6,5.96321,0
493,1430.34,1172.62,0.444225,0.444224,6,5.96412,0
493,1430.78,1172.57,0.444229,0.444229,6,5.96466,0
493,1431.22,1172.51,0.444232,0.444232,6,5.96517,0
494,1431.66,1172.46,0.444236,0.444236,6,5.96622,0
494,1432.1,1172.4,0.44424,0.44424,6,5.96689,0
494,1432.54,1172.34,0.444244,0.444244,6,5.96753,0
495,1432.98,1172.29,0.444252,0.444252,6,5.96786,0
495,1433.42,1172.23,0.444256,0.444256,6,5.96834,0
495,1433.86,1172.18,0.444259,0.444259,6,5.96881,0
496,1434.3,1172.12,0.444263,0.444263,6,5.96974,0
496,1434.74,1172.06,0.444267,0.444267,6,5.97028,0
496,1435.19,1172.01,0.44427,0.44427,6,5.97079,0
497,1435.63,1171.95,0.444274,0.444274,6,5.97156,0
497,1436.07,1171.9,0.444278,0.444278,6,5.97209,0
497,1436.51,1171.84,0.444282,0.444282,6,5.9726,0
498,1436.95,1171.78,0.444285,0.444285,6,5.97368,0
498,1437.39,1171.73,0.444289,0.444289,6,5.97436,0
498,1437.83,1171.67,0.444293,0.444293,6,5.97502,0
499,1438.27,1171.62,0.444237,0.444237,6,5.97532,0
499,1438.71,1171.56,0.44424,0.44424,6,5.97582,0
499,1439.15,1171.5,0.444244,0.444244,6,5.97632,0
500,1439.59,1171.45,0.444249,0.444249,6,5.97513,0
500,1440.03,1171.4,0.444253,0.444253,6,5.97453,0
500,1440.47,1171.34,0.444257,0.444257,6,5.97398,0
501,1440.91,1171.29,0.444285,0.444285,6,5.97357,0
501,1441.35,1171.23,0.444289,0.444289,6,5.97354,0
502,1441.79,1171.17,0.444292,0.444292,6,5.97354,0
502,1442.23,1171.12,0.444296,0.444295,6,5.97278,0
502,1442.68,1171.07,0.444299,0.444299,6,5.97214,0
503,1443.12,1171.01,0.444303,0.444303,6,5.97157,0
503,1443.56,1170.96,0.444308,0.444308,6,5.97131,0
503,1444,1170.9,0.444312,0.444312,6,5.97133,0
504,1444.44,1170.84,0.444315,0.444315,6,5.97139,0
504,1444.88,1170.79,0.444321,0.44432,6,5.97064,0
504,1445.32,1170.74,0.444324,0.444324,6,5.97018,0
505,1445.76,1170.68,0.444327,0.444327,6,5.96978,0
505,1446.2,1170.62,0.444334,0.444334,6,5.96957,0
506,1446.64,1170.57,0.444337,0.444337,6,5.9693,0
506,1447.08,1170.51,0.444341,0.444341,6,5.9691,0
506,1447.52,1170.46,0.444344,0.444344,6,5.96839,0
507,1447.96,1170.4,0.444347,0.444347,6,5.99591,0
507,1448.41,1170.35,0.444351,0.444351,6,5.99474,0
507,1448.85,1170.29,0.444355,0.444355,6,5.99382,0
508,1449.29,1170.24,0.444358,0.444358,6,5.993,0
508,1449.73,1170.18,0.444361,0.444361,6,5.99156,0
508,1450.17,1170.13,0.444364,0.444364,6,5.99061,0
509,1450.61,1170.07,0.444367,0.444367,6,5.98978,0
509,1451.05,1170.02,0.44437,0.44437,6,5.98832,0
510,1451.49,1169.96,0.444374,0.444373,6,5.98744,0
510,1451.93,1169.91,0.444377,0.444376,6,5.98667,0
510,1452.37,1169.85,0.44438,0.444379,6,5.98738,0
511,1452.81,1169.8,0.444383,0.444383,6,5.98767,0
511,1453.25,1169.74,0.444386,0.444386,6,5.98804,0
511,1453.69,1169.68,0.444393,0.444392,6,5.98762,0
512,1454.14,1169.63,0.444396,0.444396,6,5.98738,0
512,1454.58,1169.57,0.444399,0.444399,6,5.98723,0
512,1455.02,1169.52,0.444402,0.444401,6,5.98712,0
513,1455.46,1169.46,0.444404,0.444404,6,5.98752,0
513,1455.9,1169.4,0.444407,0.444407,6,5.98799,0
513,1456.34,1169.35,0.444411,0.444411,6,5.98722,0
514,1456.78,1169.29,0.444414,0.444414,6,5.98694,0
514,1457.22,1169.24,0.444417,0.444416,6,5.98677,0
515,1457.66,1169.18,0.44442,0.44442,6,5.98509,0
515,1458.1,1169.13,0.444423,0.444422,6,5.98402,0
515,1458.54,1169.07,0.444426,0.444426,6,5.9831,0
516,1458.98,1169.02,0.44438,0.44438,6,5.98207,0
516,1459.43,1168.96,0.444383,0.444383,6,5.98125,0
516,1459.87,1168.91,0.444386,0.444386,6,5.98057,0
517,1460.31,1168.85,0.44439,0.44439,6,5.98111,0
517,1460.75,1168.79,0.444393,0.444393,6,5.98146,0
518,1461.19,1168.74,0.444396,0.444396,6,5.98189,0
518,1461.63,1168.68,0.44442,0.44442,6,5.98135,0
518,1462.07,1168.63,0.444422,0.444422,6,5.98114,0
519,1462.51,1168.57,0.444425,0.444425,6,5.98104,0
519,1462.95,1168.51,0.444428,0.444427,6,5.98145,0
519,1463.39,1168.46,0.444431,0.444431,6,5.98151,0
520,1463.83,1168.4,0.444434,0.444434,6,5.98128,0
520,1464.27,1168.34,0.444437,0.444437,6,5.98137,0
520,1464.71,1168.29,0.444439,0.444439,6,5.98156,0
521,1465.15,1168.23,0.444444,0.444443,6,5.98111,0
521,1465.6,1168.18,0.444447,0.444447,6,5.9812,0
521,1466.04,1168.12,0.444449,0.444449,6,5.98139,0
522,1466.48,1168.06,0.444454,0.444454,6,5.98328,0
522,1466.92,1168.01,0.444456,0.444456,6,5.98466,0
522,1467.36,1167.95,0.444459,0.444459,6,5.98606,0
523,1467.8,1167.89,0.444465,0.444464,6,5.98627,0
523,1468.24,1167.83,0.444467,0.444467,6,5.98688,0
523,1468.68,1167.78,0.44447,0.44447,6,5.98619,0
524,1469.12,1167.72,0.444473,0.444472,6,5.98596,0
524,1469.56,1167.67,0.444475,0.444475,6,5.98581,0
524,1470,1167.61,0.444479,0.444478,6,5.9863,0
525,1470.44,1167.55,0.444481,0.444481,6,5.98634,0
525,1470.88,1167.5,0.444484,0.444484,6,5.98644,0
525,1471.33,1167.44,0.444486,0.444486,6,5.98597,0
526,1471.77,1167.39,0.444489,0.444489,6,5.98597,0
526,1472.21,1167.33,0.444491,0.444491,6,5.98603,0
526,1472.65,1167.28,0.444494,0.444494,6,5.98578,0
527,1473.09,1167.22,0.444496,0.444496,6,5.98576,0
527,1473.53,1167.16,0.444499,0.444498,6,5.98557,0
528,1473.97,1167.11,0.444501,0.444501,6,5.98553,0
528,1474.41,1167.05,0.444504,0.444503,6,5.98553,0
528,1474.85,1166.99,0.444509,0.444509,6,5.98539,0
529,1475.29,1166.94,0.444512,0.444512,6,5.98534,0
529,1475.73,1166.88,0.444514,0.444513,6,5.98531,0
529,1476.17,1166.83,0.444516,0.444516,6,5.98506,0
530,1476.62,1166.77,0.444519,0.444519,6,5.98497,0
530,1477.06,1166.72,0.444521,0.444521,6,5.98487,0
530,1477.5,1166.66,0.444524,0.444523,6,5.98474,0
531,1477.94,1166.6,0.444526,0.444526,6,5.98461,0
531,1478.38,1166.55,0.444529,0.444529,6,5.98446,0
532,1478.82,1166.49,0.444531,0.444531,6,5.98442,0
532,1479.26,1166.44,0.444534,0.444534,6,5.66144,0
532,1479.7,1166.38,0.444497,0.444496,6,5.67247,0
533,1480.14,1166.32,0.444499,0.444499,6,5.68337,0
533,1480.58,1166.27,0.444502,0.444502,6,5.69423,0
533,1481.02,1166.21,0.444505,0.444505,6,5.70555,0
534,1481.47,1166.16,0.444507,0.444507,6,5.71641,0
534,1481.91,1166.1,0.44451,0.444509,6,5.7272,0
534,1482.35,1166.04,0.444512,0.444512,6,5.73857,0
535,1482.79,1165.99,0.444515,0.444514,6,5.74933,0
535,1483.23,1165.93,0.444533,0.444533,6,5.76059,0
535,1483.67,1165.88,0.444536,0.444535,6,5.77137,0
536,1484.11,1165.82,0.444538,0.444538,6,5.78202,0
536,1484.55,1165.77,0.44454,0.44454,6,5.79135,0
537,1484.99,1165.71,0.444542,0.444542,6,5.8009,0
537,1485.43,1165.66,0.444545,0.444545,6,5.81036,0
537,1485.88,1165.6,0.444548,0.444548,6,5.82092,0
538,1486.32,1165.55,0.444551,0.44455,6,5.83097,0
538,1486.76,1165.49,0.444553,0.444552,6,5.84086,0
538,1487.2,1165.44,0.444556,0.444556,6,5.85055,0
539,1487.64,1165.38,0.444559,0.444559,6,5.86022,0
539,1488.08,1165.33,0.444561,0.444561,6,5.8697,0
540,1488.52,1165.27,0.444565,0.444565,6,5.87805,0
540,1488.96,1165.22,0.444567,0.444567,6,5.88635,0
540,1489.4,1165.17,0.44457,0.44457,6,5.89448,0
541,1489.85,1165.11,0.444572,0.444572,6,5.90216,0
541,1490.29,1165.06,0.444574,0.444573,6,5.90952,0
541,1490.73,1165.01,0.444576,0.444576,6,5.91671,0
542,1491.17,1164.96,0.444579,0.444578,6,5.92357,0
542,1491.61,1164.91,0.444581,0.444581,6,5.93039,0
543,1492.05,1164.85,0.444583,0.444583,6,5.93701,0
543,1492.49,1164.8,0.444585,0.444585,6,5.94411,0
543,1492.94,1164.75,0.444587,0.444587,6,5.95059,0
544,1493.38,1164.7,0.444589,0.444589,6,5.95686,0
544,1493.82,1164.65,0.444591,0.44459,6,5.96215,0
545,1494.26,1164.6,0.444593,0.444593,6,5.9677,0
545,1494.7,1164.55,0.444595,0.444595,6,5.97304,0
545,1495.14,1164.5,0.444597,0.444597,6,5.97928,0
546,1495.58,1164.45,0.444599,0.444599,6,5.98505,0
546,1496.03,1164.4,0.444603,0.444603,6,5.9909,0
546,1496.47,1164.34,0.444605,0.444605,6,5.99633,0
547,1496.91,1164.29,0.444607,0.444607,6,6.00147,0
547,1497.35,1164.25,0.444609,0.444609,6,6.0058,0
548,1497.79,1164.2,0.444611,0.444611,6,6.01027,0
548,1498.23,1164.15,0.444613,0.444613,6,6.01444,0
548,1498.68,1164.1,0.444615,0.444615,6,6.01991,0
549,1499.12,1164.05,0.444617,0.444617,6,6.02454,0
549,1499.56,1164,0.444619,0.444619,6,6.02883,0
549,1500,1163.95,0.444621,0.444621,6,6.03221,0
550,1500.44,1163.9,0.444623,0.444623,6,6.03528,0
550,1500.88,1163.85,0.444593,0.444593,6,6.03751,0
550,1501.33,1163.81,0.444595,0.444595,6,6.03991,0
551,1501.77,1163.76,0.444597,0.444596,6,6.04199,0
551,1502.21,1163.71,0.4446,0.4446,6,6.04336,0
551,1502.65,1163.67,0.444602,0.444602,6,6.04478,0
552,1503.1,1163.62,0.444604,0.444604,6,6.04588,0
552,1503.54,1163.57,0.444606,0.444606,6,6.04619,0
553,1503.98,1163.53,0.444608,0.444607,6,6.04663,0
553,1504.42,1163.48,0.44461,0.44461,6,6.04674,0
553,1504.86,1163.44,0.444625,0.444625,6,6.04803,0
554,1505.31,1163.39,0.444627,0.444627,6,6.04852,0
554,1505.75,1163.35,0.444629,0.444629,6,5.70755,0
554,1506.19,1163.3,0.44463,0.44463,6,5.72003,0
555,1506.63,1163.25,0.444632,0.444632,6,5.73175,0
555,1507.07,1163.21,0.444635,0.444635,6,5.74399,0
555,1507.52,1163.16,0.444637,0.444637,6,5.75538,0
556,1507.96,1163.12,0.444639,0.444639,6,5.76635,0
556,1508.4,1163.07,0.444642,0.444642,6,5.77738,0
556,1508.84,1163.03,0.444643,0.444643,6,5.78786,0
557,1509.29,1162.98,0.444645,0.444645,6,5.79794,0
557,1509.73,1162.94,0.444649,0.444649,6,5.80771,0
557,1510.17,1162.9,0.44465,0.44465,6,5.81723,0
558,1510.61,1162.86,0.444652,0.444652,6,5.82544,0
558,1511.06,1162.81,0.444654,0.444653,6,5.83355,0
558,1511.5,1162.77,0.444656,0.444656,6,5.84131,0
559,1511.94,1162.73,0.444658,0.444658,6,5.84906,0
559,1512.38,1162.69,0.44466,0.44466,6,5.85646,0
559,1512.83,1162.65,0.444661,0.444661,6,5.86352,0
560,1513.27,1162.61,0.444663,0.444662,6,5.87048,0
560,1513.71,1162.57,0.444665,0.444665,6,5.87706,0
561,1514.15,1162.53,0.444666,0.444666,6,5.88237,0
561,1514.6,1162.49,0.444668,0.444668,6,5.88768,0
561,1515.04,1162.45,0.44467,0.44467,6,5.89274,0
562,1515.48,1162.41,0.444671,0.444671,6,5.89756,0
562,1515.93,1162.37,0.444673,0.444672,6,5.9019,0
562,1516.37,1162.33,0.444674,0.444674,6,5.90743,0
563,1516.81,1162.29,0.444676,0.444676,6,5.91239,0
563,1517.25,1162.26,0.444678,0.444677,6,5.91711,0
564,1517.7,1162.22,0.444681,0.444681,6,5.92233,0
564,1518.14,1162.18,0.444683,0.444683,6,5.92701,0
564,1518.58,1162.14,0.444684,0.444684,6,5.93147,0
565,1519.02,1162.1,0.444686,0.444685,6,5.93697,0
565,1519.47,1162.06,0.444687,0.444687,6,5.94198,0
565,1519.91,1162.02,0.444689,0.444689,6,5.94681,0
566,1520.35,1161.98,0.444691,0.444691,6,5.95155,0
566,1520.8,1161.95,0.444692,0.444692,6,5.95609,0
567,1521.24,1161.91,0.444694,0.444693,6,5.96143,0
567,1521.68,1161.87,0.444695,0.444695,6,5.96647,0
567,1522.12,1161.83,0.444697,0.444697,6,5.97133,0
568,1522.57,1161.79,0.444673,0.444672,6,5.97631,0
568,1523.01,1161.75,0.444675,0.444675,6,5.98107,0
568,1523.45,1161.71,0.444676,0.444676,6,5.98566,0
569,1523.9,1161.67,0.444678,0.444678,6,5.98941,0
569,1524.34,1161.64,0.44468,0.44468,6,5.99304,0
570,1524.78,1161.6,0.444682,0.444682,6,5.99658,0
570,1525.22,1161.56,0.444683,0.444682,6,6.00124,0
570,1525.67,1161.52,0.444685,0.444685,6,6.00548,0
571,1526.11,1161.49,0.444697,0.444697,6,6.0091,0
571,1526.55,1161.45,0.444698,0.444698,6,6.01306,0
571,1527,1161.41,0.4447,0.444699,6,6.01695,0
572,1527.44,1161.37,0.444701,0.444701,6,6.02131,0
572,1527.88,1161.33,0.444703,0.444703,6,6.02529,0
573,1528.33,1161.3,0.444704,0.444704,6,6.02923,0
573,1528.77,1161.26,0.444707,0.444706,6,6.03355,0
573,1529.21,1161.22,0.444708,0.444708,6,6.03758,0
574,1529.66,1161.18,0.44471,0.44471,6,6.04157,0
574,1530.1,1161.14,0.444712,0.444712,6,6.04579,0
574,1530.54,1161.1,0.444713,0.444713,6,6.04986,0
575,1530.98,1161.07,0.444715,0.444715,6,6.05392,0
575,1531.43,1161.03,0.444718,0.444717,6,6.05804,0
576,1531.87,1160.99,0.444719,0.444719,6,6.06215,0
576,1532.31,1160.95,0.44472,0.44472,6,6.06627,0
576,1532.76,1160.91,0.444722,0.444722,6,6.07028,0
577,1533.2,1160.88,0.444724,0.444724,6,6.26636,0
577,1533.64,1160.84,0.444725,0.444725,6,6.26404,0
577,1534.09,1160.8,0.444726,0.444726,6,6.26142,0
578,1534.53,1160.76,0.444728,0.444728,6,6.2591,0
578,1534.97,1160.72,0.444729,0.444729,6,6.25683,0
579,1535.41,1160.69,0.44473,0.44473,6,6.25412,0
579,1535.86,1160.65,0.444732,0.444731,6,6.25181,0
579,1536.3,1160.61,0.444733,0.444733,6,6.24924,0
580,1536.74,1160.57,0.444734,0.444734,6,6.24695,0
580,1537.19,1160.53,0.444736,0.444735,6,6.24474,0
580,1537.63,1160.5,0.444737,0.444737,6,6.24193,0
581,1538.07,1160.46,0.444738,0.444738,6,6.23965,0
581,1538.52,1160.42,0.44474,0.444739,6,6.23745,0
582,1538.96,1160.38,0.444742,0.444742,6,6.23462,0
582,1539.4,1160.34,0.444744,0.444744,6,6.23234,0
582,1539.84,1160.31,0.444745,0.444745,6,6.22974,0
583,1540.29,1160.27,0.444746,0.444746,6,6.22745,0
583,1540.73,1160.23,0.444747,0.444747,6,6.22525,0
584,1541.17,1160.19,0.444749,0.444748,6,6.22241,0
584,1541.62,1160.15,0.44475,0.44475,6,6.22012,0
584,1542.06,1160.12,0.444751,0.444751,6,6.2179,0
585,1542.5,1160.08,0.444753,0.444753,6,6.21509,0
585,1542.94,1160.04,0.444754,0.444754,6,6.21278,0
586,1543.39,1160,0.444735,0.444735,6,6.21023,0
586,1543.83,1159.96,0.444736,0.444736,6,6.20793,0
586,1544.27,1159.93,0.444737,0.444737,6,6.20568,0
587,1544.72,1159.89,0.444739,0.444738,6,6.20277,0
587,1545.16,1159.85,0.44474,0.44474,6,6.20031,0
587,1545.6,1159.81,0.444741,0.444741,6,6.1979,0
588,1546.05,1159.77,0.444743,0.444742,6,6.19563,0
588,1546.49,1159.74,0.444744,0.444744,6,6.19324,0
589,1546.93,1159.7,0.444754,0.444753,6,6.19074,0
589,1547.37,1159.66,0.444755,0.444755,6,6.18832,0
589,1547.82,1159.62,0.444756,0.444756,6,6.18591,0
590,1548.26,1159.58,0.444757,0.444757,6,6.1834,0
590,1548.7,1159.55,0.444759,0.444759,6,6.18094,0
590,1549.15,1159.51,0.44476,0.44476,6,6.17846,0
591,1549.59,1159.47,0.444761,0.444761,6,6.17606,0
591,1550.03,1159.43,0.444762,0.444762,6,6.17355,0
592,1550.48,1159.4,0.444764,0.444763,6,6.17117,0
592,1550.92,1159.36,0.444765,0.444765,6,6.16862,0
592,1551.36,1159.32,0.444766,0.444766,6,6.16602,0
593,1551.8,1159.28,0.444768,0.444768,6,6.16383,0
593,1552.25,1159.24,0.444769,0.444769,6,6.16123,0
593,1552.69,1159.21,0.444771,0.444771,6,6.15853,0
594,1553.13,1159.17,0.444773,0.444772,6,6.15648,0
594,1553.58,1159.13,0.444774,0.444774,6,6.15382,0
595,1554.02,1159.09,0.444776,0.444775,6,6.15159,0
595,1554.46,1159.05,0.444777,0.444777,6,6.14889,0
595,1554.91,1159.02,0.444778,0.444778,6,6.14604,0
596,1555.35,1158.98,0.444779,0.444779,6,6.14184,0
596,1555.79,1158.94,0.44478,0.44478,6,6.13781,0
597,1556.24,1158.91,0.444781,0.444781,6,6.13366,0
597,1556.68,1158.87,0.444782,0.444782,6,6.12897,0
597,1557.12,1158.84,0.444783,0.444783,6,6.12438,0
598,1557.56,1158.8,0.444784,0.444783,6,6.11985,0
598,1558.01,1158.76,0.444785,0.444785,6,6.11506,0
599,1558.45,1158.73,0.444786,0.444786,6,6.11013,0
599,1558.89,1158.69,0.444787,0.444787,6,6.10594,0
599,1559.34,1158.66,0.444788,0.444788,6,5.74156,0
600,1559.78,1158.62,0.44479,0.44479,6,5.74966,0
600,1560.22,1158.58,0.444792,0.444792,6,5.7578,0
601,1560.67,1158.55,0.444793,0.444793,6,5.76575,0
601,1561.11,1158.51,0.444794,0.444794,6,5.77438,0
601,1561.55,1158.48,0.444795,0.444795,6,5.78226,0
602,1562,1158.44,0.444796,0.444796,6,5.78991,0
602,1562.44,1158.4,0.444797,0.444797,6,5.79857,0
602,1562.88,1158.37,0.444798,0.444798,6,5.80675,0
603,1563.33,1158.33,0.444799,0.444799,6,5.81484,0
603,1563.77,1158.3,0.4448,0.4448,6,5.82266,0
604,1564.21,1158.26,0.444801,0.4448,6,5.83019,0
604,1564.66,1158.23,0.444785,0.444785,6,5.83901,0
604,1565.1,1158.19,0.444787,0.444787,6,5.84709,0
605,1565.54,1158.15,0.444788,0.444788,6,5.85528,0
605,1565.99,1158.12,0.444789,0.444789,6,5.86301,0
605,1566.43,1158.08,0.44479,0.44479,6,5.87041,0
606,1566.87,1158.05,0.444791,0.44479,6,5.87724,0
606,1567.32,1158.01,0.444792,0.444792,6,5.88408,0
607,1567.76,1157.98,0.444793,0.444793,6,5.8906,0
607,1568.2,1157.94,0.444801,0.444801,6,5.89835,0
607,1568.65,1157.91,0.444802,0.444802,6,5.90539,0
608,1569.09,1157.88,0.444803,0.444802,6,5.91245,0
608,1569.53,1157.84,0.444804,0.444804,6,5.91906,0
608,1569.98,1157.81,0.444805,0.444805,6,5.92532,0
609,1570.42,1157.77,0.444806,0.444806,6,5.9314,0
609,1570.86,1157.74,0.444807,0.444807,6,5.93709,0
610,1571.31,1157.71,0.444808,0.444808,6,5.94246,0
610,1571.75,1157.67,0.444809,0.444809,6,5.9473,0
611,1572.19,1157.64,0.44481,0.44481,6,5.95205,0
611,1572.64,1157.61,0.444812,0.444812,6,5.95561,0
611,1573.08,1157.58,0.444813,0.444813,6,5.95915,0
612,1573.52,1157.55,0.444814,0.444814,6,5.96244,0
612,1573.97,1157.52,0.444816,0.444816,6,5.96553,0
613,1574.41,1157.49,0.444817,0.444816,6,5.96812,0
613,1574.85,1157.46,0.444817,0.444817,6,5.9705,0
613,1575.3,1157.43,0.444819,0.444819,6,5.97271,0
614,1575.74,1157.4,0.44482,0.444819,6,5.97466,0
614,1576.18,1157.37,0.44482,0.44482,6,5.97732,0
615,1576.63,1157.34,0.444821,0.444821,6,5.97931,0
615,1577.07,1157.31,0.444822,0.444822,6,5.98111,0
615,1577.52,1157.28,0.444823,0.444823,6,5.98192,0
616,1577.96,1157.25,0.444824,0.444824,6,5.98274,0
616,1578.4,1157.22,0.444825,0.444825,6,5.98239,0
617,1578.85,1157.2,0.444826,0.444825,6,5.98219,0
617,1579.29,1157.17,0.444827,0.444827,6,5.98191,0
617,1579.73,1157.14,0.444827,0.444827,6,5.98285,0
618,1580.18,1157.11,0.444828,0.444828,6,5.98325,0
618,1580.62,1157.08,0.444829,0.444829,6,5.98307,0
619,1581.07,1157.06,0.44483,0.44483,6,5.98319,0
619,1581.51,1157.03,0.444831,0.444831,6,5.98322,0
619,1581.95,1157,0.444833,0.444833,6,5.9839,0
620,1582.4,1156.97,0.444833,0.444833,6,5.98402,0
620,1582.84,1156.94,0.444834,0.444833,6,5.98443,0
621,1583.29,1156.92,0.444835,0.444835,6,5.98456,0
621,1583.73,1156.89,0.444836,0.444836,6,5.98463,0
621,1584.17,1156.86,0.444837,0.444837,6,5.98529,0
622,1584.62,1156.83,0.444838,0.444838,6,5.98545,0
622,1585.06,1156.8,0.444839,0.444839,6,6.31782,0
622,1585.5,1156.78,0.444839,0.444839,6,6.3066,0
623,1585.95,1156.75,0.44484,0.44484,6,6.29504,0
623,1586.39,1156.72,0.444828,0.444828,6,6.28371,0
624,1586.84,1156.69,0.444829,0.444829,6,6.27219,0
624,1587.28,1156.66,0.44483,0.44483,6,6.26065,0
624,1587.72,1156.64,0.44483,0.44483,6,6.24927,0
625,1588.17,1156.61,0.444831,0.444831,6,6.2378,0
625,1588.61,1156.58,0.444832,0.444832,6,6.22633,0
625,1589.05,1156.55,0.444833,0.444833,6,6.21491,0
626,1589.5,1156.52,0.444834,0.444834,6,6.2035,0
626,1589.94,1156.5,0.44484,0.44484,6,6.19197,0
626,1590.39,1156.47,0.444841,0.444841,6,6.18061,0
627,1590.83,1156.44,0.444842,0.444842,6,6.16932,0
627,1591.27,1156.41,0.444842,0.444842,6,6.15762,0
628,1591.72,1156.38,0.444843,0.444843,6,6.14634,0
628,1592.16,1156.36,0.444844,0.444844,6,6.1352,0
628,1592.6,1156.33,0.444845,0.444845,6,6.12557,0
629,1593.05,1156.3,0.444846,0.444846,6,6.11563,0
629,1593.49,1156.27,0.444847,0.444847,6,6.10652,0
629,1593.94,1156.24,0.444848,0.444847,6,6.09752,0
630,1594.38,1156.2,0.444849,0.444849,6,6.0896,0
630,1594.82,1156.17,0.444849,0.444849,6,6.0816,0
631,1595.27,1156.14,0.44485,0.44485,6,6.07371,0
631,1595.71,1156.11,0.444852,0.444851,6,6.06463,0
631,1596.15,1156.08,0.444852,0.444852,6,6.05615,0
632,1596.6,1156.05,0.444853,0.444853,6,6.04805,0
632,1597.04,1156.02,0.444854,0.444853,6,6.03995,0
632,1597.48,1155.98,0.444855,0.444855,6,6.03209,0
633,1597.93,1155.95,0.444856,0.444856,6,6.02339,0
633,1598.37,1155.92,0.444856,0.444856,6,6.01512,0
634,1598.82,1155.89,0.444857,0.444857,6,6.00681,0
634,1599.26,1155.86,0.444858,0.444857,6,5.99892,0
634,1599.7,1155.83,0.444858,0.444858,6,5.99139,0
635,1600.15,1155.8,0.444859,0.444859,6,5.98437,0
635,1600.59,1155.76,0.44486,0.44486,6,5.97749,0
635,1601.03,1155.73,0.444861,0.444861,6,5.97176,0
636,1601.48,1155.7,0.444861,0.444861,6,5.96621,0
636,1601.92,1155.66,0.444862,0.444862,6,5.96102,0
636,1602.36,1155.63,0.444863,0.444863,6,5.95769,0
637,1602.81,1155.59,0.444863,0.444863,6,5.95441,0
